host_response;response_date;number_of_messages;automated_coding;latitude;longitude;bed_type;property_type;cancellation_policy;number_guests;bedrooms;bathrooms;cleaning_fee;price;apt_rating;property_setup;city;date_sent;listing_down;number_of_listings;number_of_reviews;member_since;verified_id;host_race;super_host;host_gender;host_age;host_gender_1;host_gender_2;host_gender_3;host_race_1;host_race_2;host_race_3;guest_first_name;guest_last_name;guest_race;guest_gender;guest_id;population;whites;blacks;asians;hispanics;available_september;up_not_available_september;september_price;census_tract;host_id;new_number_of_listings
4;17.07.2015 17:01;2;0;339.897;-118.45;NULL;House;Flexible;6;6;6;125;275;5;Entire Place;Los-Angeles;17.07.2015 12:47;0;1;19;May 2012;1;white;-1;F;middle/old;F;F;Null;white;white;Null;Allison;Sullivan;white;female;1;4418;3230;220;606;430;0;1;349;274100;2466121;1
2;18.07.2015 23:59;2;0;341.166;-118.131;NULL;House;Moderate;4;4;4;70;370;5;Entire Place;Los-Angeles;17.07.2015 12:50;0;2;13;February 2014;0;unclear_three votes;-1;M;young;M;M;M;hisp;mult;white;Allison;Sullivan;white;female;1;7210;3561;46;3216;562;1;0;405;464100;12175786;2
2;17.07.2015 18:31;2;0;338.743;-118.396;NULL;House;Strict;5;5;5;120;353;5;Entire Place;Los-Angeles;17.07.2015 12:53;0;1;16;February 2014;1;white;-1;F;young;F;F;Null;white;white;Null;Allison;Sullivan;white;female;1;4119;3436;53;310;328;0;1;261;621001;12406787;1
0;18.07.2015 19:31;2;0;340.177;-118.493;NULL;Apartment;Strict;6;6;6;65;325;-1;Entire Place;Los-Angeles;18.07.2015 09:22;0;5;33;Nov 13;1;NA;-1;NA;NA;UU;NA;NA;NA;NA;NA;Latoya;Williams;black;female;13;4016;2972;288;417;404;0;1;325;701902;9954475;3
1;21.07.2015 02:14;3;1;340.899;-118.383;NULL;Apartment;Strict;4;4;4;60;350;5;Entire Place;Los-Angeles;20.07.2015 22:14;0;1;14;January 2015;0;white;-1;F;middle;F;F;Null;white;white;Null;Tyrone;Robinson;black;male;19;4246;3586;147;245;422;\N;\N;\N;700502;25854132;1
-1;\N;\N;1;340.526;-118.347;NULL;House;Strict;4;4;4;200;385;5;Entire Place;Los-Angeles;20.07.2015 00:05;0;5;18;June 2013;0;white;-1;FF;middle;FF;FF;Null;white;white;Null;Kristen;Sullivan;white;female;4;3905;1324;1191;328;1599;0;1;385;217200;6882944;3
4;22.07.2015 19:27;\N;0;339.946;-118.48;NULL;Apartment;Strict;6;6;6;100;260;04. Mai;Entire Place;Los-Angeles;22.07.2015 15:20;0;1;5;June 2015;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Brett;Walsh;white;male;9;3172;2652;115;145;312;\N;\N;\N;273402;35888596;1
2;20.07.2015 15:32;\N;0;339.832;-118.467;NULL;House;Strict;6;6;6;100;350;-1;Entire Place;Los-Angeles;20.07.2015 03:04;0;2;0;June 2012;1;white;-1;F;middle;F;F;Null;white;white;Null;Tanisha;Jackson;black;female;15;4227;3600;138;185;383;0;1;420;273902;2782737;1
1;22.07.2015 05:17;2;0;340.896;-118.383;NULL;Apartment;Strict;6;6;6;125;325;5;Entire Place;Los-Angeles;22.07.2015 01:12;0;1;26;July 2014;1;white;-1;MF;middle;MF;MF;Null;white;white;Null;Tamika;Williams;black;female;14;4246;3586;147;245;422;0;1;325;700502;19042935;1
1;20.07.2015 18:03;2;0;339.858;-118.472;NULL;Apartment;Moderate;6;6;6;200;290;5;Entire Place;Los-Angeles;20.07.2015 13:59;0;3;8;May 2015;0;white;-1;M;middle;M;M;M;UU;white;white;Jamal;Jones;black;male;17;2884;2401;98;131;273;1;0;431;273502;34486221;2
1;21.07.2015 01:57;2;1;339.948;-118.48;NULL;House;Strict;4;4;4;130;350;04. Mai;Entire Place;Los-Angeles;20.07.2015 19:25;0;2;13;December 2011;1;white;-1;F;young/middle;F;F;Null;white;white;Null;Greg;O'Brien;white;male;7;3172;2652;115;145;312;1;0;360;273402;1534512;1
2;21.07.2015 14:38;\N;0;341.195;-118.338;NULL;House;Strict;8;8;8;120;369;04. Mai;Entire Place;Los-Angeles;21.07.2015 05:09;0;1;7;March 2015;1;white;-1;F;young;F;F;Null;white;white;Null;Rasheed;Jackson;black;male;20;3942;3054;219;339;437;0;1;329;189701;29635642;1
4;20.07.2015 13:06;\N;0;341.026;-118.334;Real Bed;Apartment;Flexible;2;2;2;80;400;-1;Entire Place;Los-Angeles;18.07.2015 09:19;0;1;0;Aug 13;1;white;-1;F;young;F;F;Null;white;white;Null;Latoya;Williams;black;female;13;3044;1982;251;295;712;1;0;440;190202;7945153;1
0;22.07.2015 21:34;2;0;340.175;-118.492;NULL;Apartment;Strict;6;6;6;-1;439;04. Mai;Entire Place;Los-Angeles;22.07.2015 15:23;0;2;14;Sep 14;0;NA;-1;NA;NA/UU;NA;UU;NA;NA;UU;NA;Brett;Walsh;white;male;9;4016;2972;288;417;404;\N;\N;\N;701902;21773329;1
1;22.07.2015 05:44;2;1;338.012;-117.932;NULL;House;Strict;8;8;8;170;320;04. Mai;Entire Place;Los-Angeles;22.07.2015 00:19;0;3;13;May 2015;1;asian;-1;F;young;F;F;Null;asian;asian;Null;Brad;Walsh;white;male;6;6808;3770;161;659;4546;0;1;320;87503;34387018;1
-1;\N;\N;1;340.108;-118.494;Real Bed;Apartment;Flexible;3;3;3;-1;432;-1;Entire Place;Los-Angeles;18.07.2015 05:56;0;1;0;Apr 13;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Anne;Murphy;white;female;2;4016;2972;288;417;404;1;0;432;701902;6045861;1
1;22.07.2015 07:12;3;1;338.417;-118.376;NULL;House;Moderate;6;6;6;125;340;5;Entire Place;Los-Angeles;22.07.2015 01:15;0;3;5;Apr 15;1;white;-1;F;young/middle;F;F;Null;white;white;Null;Tamika;Williams;black;female;14;6769;5130;165;845;865;1;0;385;621301;31374576;1
0;22.07.2015 04:32;2;1;340.601;-118.28;Real Bed;Undefined;Strict;16;16;16;100;350;04. Mai;Entire Place;Los-Angeles;22.07.2015 00:22;0;1;6;March 2014;1;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Brad;Walsh;white;male;6;2906;1013;175;533;1737;0;1;350;208802;13026165;1
4;21.07.2015 15:22;2;0;339.964;-118.457;Real Bed;House;Strict;4;4;4;100;299;-1;Entire Place;Los-Angeles;21.07.2015 05:12;0;4;31;October 2011;1;white;-1;F;young;F;F;Null;white;white;Null;Rasheed;Jackson;black;male;20;2801;2204;53;135;661;0;1;299;273700;1247886;1
9;18.07.2015 22:16;\N;0;341.362;-118.383;NULL;House;Moderate;4;4;4;75;349;5;Entire Place;Los-Angeles;18.07.2015 09:24;0;1;7;January 2014;1;white;-1;M;UU/middle;M;M;M;UU;white;white;Latoya;Williams;black;female;13;4878;4056;190;316;355;1;0;454;143800;11345003;1
-1;\N;\N;1;340.933;-118.386;NULL;House;Flexible;4;4;4;150;349;-1;Entire Place;Los-Angeles;22.07.2015 15:26;0;3;7;Apr 14;1;white;-1;M;young;M;M;Null;white;white;Null;Brett;Walsh;white;male;9;3029;2722;64;114;162;\N;\N;\N;194300;14289090;2
2;20.07.2015 22:06;2;0;337.655;-118.183;NULL;Undefined;Flexible;5;5;5;100;419;-1;Entire Place;Los-Angeles;20.07.2015 07:12;0;1;0;July 2014;1;white;-1;MM;middle/young;MM;MM;Null;white;white;Null;Darnell;Jackson;black;male;16;4399;2673;621;332;1134;\N;\N;\N;576601;19255086;1
0;21.07.2015 14:57;2;1;339.721;-118.452;NULL;Undefined;Strict;6;6;6;75;375;-1;Private Room;Los-Angeles;21.07.2015 05:15;0;1;3;October 2012;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Rasheed;Jackson;black;male;20;8866;7071;465;749;686;1;0;463;702901;3895349;1
0;22.07.2015 14:03;2;1;341.594;-118.403;NULL;Bed and Breakfast;Flexible;6;6;6;-1;425;-1;Entire Place;Los-Angeles;21.07.2015 23:23;0;1;3;December 2013;1;white;-1;M;old/middle;M;M;Null;white;white;Null;Jermaine;Jones;black;male;18;4550;3792;162;205;552;1;0;425;124000;10799610;1
-1;\N;\N;1;340.681;-118.25;Real Bed;Undefined;Strict;2;2;2;100;350;-1;Entire Place;Los-Angeles;21.07.2015 05:17;0;2;9;May 2013;0;white;-1;F;young;F;F;Null;white;white;Null;Rasheed;Jackson;black;male;20;5103;1148;115;2867;1538;\N;\N;\N;197700;6514438;1
1;19.07.2015 22:57;2;1;33.807;-117.934;NULL;House;Strict;10;10;10;170;285;5;Entire Place;Los-Angeles;19.07.2015 18:51;0;6;61;Aug 14;1;asian;-1;MF;UU/middle;mix;MF;MF;asian;asian;asian;Laurie;Ryan;white;female;3;7722;3716;173;1547;3871;0;1;285;87602;19756977;1
0;17.07.2015 15:55;\N;0;341.289;-118.142;NULL;Null;NULL;-1;-1;-1;-1;-1;-1;NULL;Los-Angeles;17.07.2015 06:27;0;1;2;October 2013;0;white;-1;F;middle;F;F;Null;white;white;Null;Lakisha;Jones;black;female;11;5621;3846;172;1118;814;\N;\N;\N;464000;9634701;1
0;19.07.2015 19:46;\N;1;338.691;-118.384;NULL;House;Flexible;6;6;6;80;400;-1;Entire Place;Los-Angeles;18.07.2015 09:27;0;1;0;June 2015;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Latoya;Williams;black;female;13;6704;4947;163;850;991;1;0;340;620701;37100418;1
-1;\N;\N;1;340.366;-118.675;NULL;Apartment;Strict;4;4;4;150;500;-1;Entire Place;Los-Angeles;22.07.2015 15:43;0;5;5;Sep 14;1;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Brett;Walsh;white;male;9;2497;2262;33;88;151;0;1;400;800504;21817201;2
0;18.07.2015 06:32;\N;1;341.347;-118.366;NULL;House;Strict;8;8;8;150;299;-1;Entire Place;Los-Angeles;17.07.2015 06:30;0;1;0;October 2014;0;white;-1;M;old/middle;M;M;M;white;hisp;white;Lakisha;Jones;black;female;11;3748;3116;159;266;265;0;1;299;143700;22215389;1
1;20.07.2015 18:03;2;1;340.877;-118.346;NULL;House;Strict;6;6;6;150;380;5;Entire Place;Los-Angeles;20.07.2015 14:02;0;5;235;January 2012;1;white;-1;F;young;F;F;Null;white;white;Null;Jamal;Jones;black;male;17;2466;2005;130;147;294;0;1;380;192001;1647837;1
0;19.07.2015 02:34;\N;0;340.596;-118.395;NULL;House;Strict;7;7;7;100;300;-1;Entire Place;Los-Angeles;17.07.2015 23:51;0;2;61;June 2012;1;hisp;-1;MF;young/UU;MF;MF;MF;unclear;hisp;hisp;Latonya;Robinson;black;female;12;6517;5094;198;755;397;0;1;263;700902;2609735;2
4;18.07.2015 10:36;2;0;340.112;-118.426;NULL;House;Strict;9;9;9;80;200;5;Entire Place;Los-Angeles;18.07.2015 05:59;0;1;47;Apr 12;1;white;-1;F;middle;F;F;Null;white;white;Null;Anne;Murphy;white;female;2;3087;1749;228;515;870;0;1;200;271901;2093420;1
-1;\N;\N;1;341.121;-118.467;Real Bed;Apartment;Flexible;2;2;2;100;400;5;Entire Place;Los-Angeles;20.07.2015 22:16;0;1;28;May 2012;1;black;-1;F;young;F;F;Null;black;black;Null;Tyrone;Robinson;black;male;19;4675;3877;97;448;219;0;1;400;262200;2464868;1
4;20.07.2015 22:22;\N;0;34.04;-118.42;NULL;House;Moderate;8;8;8;100;390;5;Entire Place;Los-Angeles;20.07.2015 00:00;0;1;17;Aug 13;1;asian;-1;F;young/middle;F;F;Null;asian;asian;Null;Kristen;Sullivan;white;female;4;3885;3287;44;354;270;1;0;450;269300;8393957;1
1;17.07.2015 20:14;\N;1;339.546;-118.45;NULL;Apartment;Moderate;6;6;6;40;450;-1;Entire Place;Los-Angeles;17.07.2015 06:33;0;1;0;Apr 15;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Lakisha;Jones;black;female;11;3158;2662;139;154;282;0;1;450;278102;31803244;1
4;20.07.2015 23:09;2;0;340.393;-118.254;NULL;Undefined;Strict;5;5;5;150;400;5;Entire Place;Los-Angeles;20.07.2015 07:15;0;1;64;December 2010;0;white;-1;UU;young;UU;UU;Null;white;white;Null;Darnell;Jackson;black;male;16;4163;1632;337;1565;999;\N;\N;\N;207900;323641;1
8;21.07.2015 16:34;\N;0;340.618;-118.351;NULL;Apartment;Strict;4;4;4;-1;475;-1;Entire Place;Los-Angeles;21.07.2015 01:17;0;1;0;Apr 15;0;unclear;-1;MF;young;MF;MF;Null;unclear;unclear;Null;Brent;Baker;white;male;8;4911;2244;1245;839;740;0;1;312;216200;31593688;1
1;22.07.2015 03:29;\N;1;340.439;-118.263;NULL;Apartment;Strict;4;4;4;150;300;-1;Entire Place;Los-Angeles;21.07.2015 23:26;0;2;0;July 2015;0;black;-1;NA;NA;NA;NA;Null;black;black;Null;Jermaine;Jones;black;male;18;4163;1632;337;1565;999;1;0;475;207900;37433291;1
0;21.07.2015 20:02;\N;1;341.044;-118.314;NULL;House;Strict;8;8;8;200;342;04. Mai;Entire Place;Los-Angeles;21.07.2015 05:20;0;1;16;June 2012;1;white;-1;F;young/middle;F;F;Null;white;white;Null;Rasheed;Jackson;black;male;20;4758;3458;257;330;1163;0;1;342;190301;2764207;1
4;19.07.2015 23:14;\N;0;34.138;-118.185;NULL;House;Strict;6;6;6;200;345;5;Entire Place;Los-Angeles;19.07.2015 18:54;0;5;84;June 2014;1;white;-1;F;middle;F;F;Null;white;white;Null;Laurie;Ryan;white;female;3;3869;2970;132;500;527;0;1;345;463800;16855211;1
1;21.07.2015 16:13;2;0;340.305;-118.248;NULL;Undefined;Strict;10;10;10;150;399;04. Mai;Entire Place;Los-Angeles;20.07.2015 22:19;0;1;20;January 2013;1;white;-1;MF;young;MF;MF;Null;white;white;Null;Tyrone;Robinson;black;male;19;1604;693;307;115;799;0;1;350;226002;4783989;1
4;18.07.2015 18:30;2;0;339.974;-118.482;NULL;Undefined;Flexible;5;5;5;-1;450;-1;Entire Place;Los-Angeles;17.07.2015 12:55;0;2;0;June 2012;0;white;-1;F;middle/young;F;F;F;asian;white;white;Allison;Sullivan;white;female;1;6306;5312;138;369;648;1;0;450;702102;2524080;1
1;22.07.2015 19:30;\N;1;34.023;-118.5;NULL;Apartment;Moderate;6;6;6;125;225;04. Mai;Entire Place;Los-Angeles;22.07.2015 15:26;0;1;14;February 2015;0;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Todd;McCarthy;white;male;10;6696;5567;166;533;555;0;1;225;701402;27168846;1
2;18.07.2015 10:09;\N;0;339.578;-118.399;NULL;House;Moderate;8;8;8;125;400;-1;Entire Place;Los-Angeles;18.07.2015 06:05;0;1;23;March 2014;0;white;-1;F;young;F;F;F;hisp;white;white;Anne;Murphy;white;female;2;2458;1617;217;292;626;1;0;342;278001;13743370;1
1;21.07.2015 06:41;\N;0;341.287;-118.354;NULL;House;Moderate;4;4;4;100;450;-1;Entire Place;Los-Angeles;20.07.2015 22:22;0;1;97;May 2012;1;white;-1;F;middle;F;F;Null;white;white;Null;Tyrone;Robinson;black;male;19;3748;3116;159;266;265;0;1;450;143700;2325170;1
0;22.07.2015 08:10;\N;0;340.815;-118.254;NULL;Apartment;Strict;4;4;4;150;400;5;Entire Place;Los-Angeles;21.07.2015 05:23;0;2;48;July 2011;1;white;-1;M;middle/young;M;M;Null;white;white;Null;Rasheed;Jackson;black;male;20;3909;2196;62;724;1735;0;1;400;197300;774530;1
1;21.07.2015 11:34;\N;1;340.901;-118.385;Real Bed;House;Strict;3;3;3;200;349;-1;Entire Place;Los-Angeles;19.07.2015 18:57;0;1;0;Nov 14;0;white;-1;F;young;F;F;Null;white;white;Null;Laurie;Ryan;white;female;3;3687;3087;109;236;330;0;1;349;700501;24276991;1
1;17.07.2015 17:05;2;0;340.397;-118.669;Real Bed;Apartment;Flexible;2;2;2;100;250;5;Entire Place;Los-Angeles;17.07.2015 12:58;0;1;3;Apr 15;0;white;-1;MF;young/middle;MF;MF;Null;white;white;Null;Allison;Sullivan;white;female;1;2497;2262;33;88;151;0;1;250;800504;30785087;1
1;18.07.2015 14:16;\N;0;340.937;-118.377;NULL;Apartment;Strict;4;4;4;200;225;-1;Entire Place;Los-Angeles;18.07.2015 06:07;0;3;1;October 2013;1;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Anne;Murphy;white;female;2;4246;3586;147;245;422;\N;\N;\N;700502;9430907;1
1;18.07.2015 23:13;\N;1;340.906;-118.385;Real Bed;House;Strict;3;3;3;200;329;-1;Entire Place;Los-Angeles;17.07.2015 13:01;0;1;1;Sep 13;1;white;-1;F;young/UU;F;F;F;white;UU;white;Allison;Sullivan;white;female;1;3687;3087;109;236;330;1;0;449;700501;8592800;1
0;17.07.2015 15:43;\N;0;340.369;-118.482;NULL;House;Strict;6;6;6;70;425;04. Mai;Entire Place;Los-Angeles;17.07.2015 06:36;0;1;56;May 2012;0;asian;-1;F;young;F;F;Null;asian;asian;Null;Lakisha;Jones;black;female;11;4165;3378;44;436;223;1;0;460;701601;2471185;1
11;18.07.2015 19:37;\N;0;337.666;-118.142;NULL;House;Moderate;5;5;5;150;400;-1;Entire Place;Los-Angeles;18.07.2015 09:33;0;1;0;Nov 14;1;white;-1;MF;middle/young;MF;MF;Null;white;white;Null;Latoya;Williams;black;female;13;6700;4740;443;474;1420;1;0;475;577100;23750189;1
-1;\N;\N;1;340.934;-118.203;NULL;House;Flexible;6;6;6;125;400;-1;Entire Place;Los-Angeles;17.07.2015 23:54;0;1;2;Apr 11;1;white;-1;F;young/middle;F;F;Null;white;white;Null;Latonya;Robinson;black;female;12;3848;1903;118;414;2584;1;0;463;199300;502882;1
0;22.07.2015 17:17;\N;1;341.009;-118.355;Real Bed;Undefined;Flexible;3;3;3;150;350;-1;Entire Place;Los-Angeles;22.07.2015 01:24;0;1;1;October 2012;0;white;-1;MF;middle;MF;MF;MF;hisp;white;white;Tamika;Williams;black;female;14;4021;3371;174;204;413;\N;\N;\N;189800;3932172;1
1;17.07.2015 17:12;\N;1;341.731;-118.381;NULL;House;Strict;7;7;7;150;400;5;Entire Place;Los-Angeles;17.07.2015 13:04;0;2;10;June 2014;1;white;-1;MF;middle;MF;MF;Null;white;white;Null;Allison;Sullivan;white;female;1;3549;2015;223;230;1889;0;1;400;124102;16910039;1
14;\N;\N;1;340.592;-118.425;NULL;Apartment;Strict;5;5;5;150;399;-1;Entire Place;Los-Angeles;\N;0;1;2;June 2015;1;white;-1;F;young;F;F;Null;white;white;Null;Jermaine;Jones;black;male;18;4720;4013;92;360;210;\N;\N;\N;265700;35709314;1
4;23.07.2015 09:30;\N;0;341.584;-118.602;NULL;House;Moderate;7;7;7;100;299;-1;Entire Place;Los-Angeles;22.07.2015 15:29;0;1;1;March 2015;1;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Todd;McCarthy;white;male;10;4202;3434;187;242;417;0;1;275;137502;29941939;1
4;23.07.2015 00:19;\N;0;340.177;-118.5;NULL;House;Strict;6;6;6;130;715;04. Mai;Entire Place;Los-Angeles;22.07.2015 16:03;0;2;72;July 2014;0;white;-1;M;middle/young;M;M;Null;white;white;Null;Todd;McCarthy;white;male;10;4016;2972;288;417;404;1;0;819;701902;17847953;2
-1;\N;\N;1;340.879;-118.244;NULL;House;Moderate;4;4;4;150;400;04. Mai;Entire Place;Los-Angeles;22.07.2015 15:32;0;1;7;December 2013;1;white;-1;M;middle;M;M;Null;white;white;Null;Todd;McCarthy;white;male;10;164;64;1;92;23;1;0;475;980010;10664686;1
1;18.07.2015 18:18;\N;1;341.348;-118.588;NULL;House;Flexible;5;5;5;150;375;-1;Entire Place;Los-Angeles;18.07.2015 00:00;0;1;2;Aug 14;0;white;-1;MF;UU/middle;MF;MF;MF;white;hisp;white;Latonya;Robinson;black;female;12;7078;6287;100;270;454;1;0;550;800102;20662346;1
2;20.07.2015 02:13;2;0;338.817;-118.364;NULL;House;Flexible;10;10;10;-1;450;-1;Entire Place;Los-Angeles;19.07.2015 19:00;0;2;0;May 2015;1;white;-1;MF;old;MF;MF;MF;white;hisp;white;Laurie;Ryan;white;female;3;5390;4081;129;656;758;1;0;450;620501;33921223;1
1;22.07.2015 13:17;\N;0;338.595;-118.401;NULL;Apartment;Strict;4;4;4;100;209;5;Entire Place;Los-Angeles;22.07.2015 01:27;0;1;5;January 2015;1;mult;-1;MF;middle;MF;MF;MF;white;mult;mult;Tamika;Williams;black;female;14;6649;5776;107;401;591;\N;\N;\N;621104;25598691;1
1;22.07.2015 06:19;\N;1;338.417;-117.921;NULL;House;Strict;15;15;15;175;389;-1;Entire Place;Los-Angeles;22.07.2015 00:25;0;4;2;Nov 13;1;white;-1;mix;young/middle;mix;F;mix;white;white;white;Brad;Walsh;white;male;6;4848;2477;81;97;4057;0;1;389;86501;9893440;1
0;21.07.2015 06:38;\N;0;337.986;-117.942;NULL;House;Strict;12;12;12;150;380;04. Mai;Entire Place;Los-Angeles;21.07.2015 01:20;0;1;4;January 2015;1;asian;-1;F;young/middle;F;F;F;white;asian;asian;Brent;Baker;white;male;8;6430;2881;65;1824;2670;0;1;350;88301;26753947;1
1;20.07.2015 22:06;\N;0;338.654;-118.401;NULL;Apartment;Moderate;4;4;4;125;300;04. Mai;Entire Place;Los-Angeles;17.07.2015 13:07;0;1;8;Nov 11;0;mult;-1;mix;young/UU;mix;mix;Null;mult;mult;Null;Allison;Sullivan;white;female;1;1093;970;15;29;75;\N;\N;\N;621002;1414778;1
0;22.07.2015 14:59;\N;1;341.502;-118.379;NULL;House;Flexible;4;4;4;175;385;-1;Entire Place;Los-Angeles;21.07.2015 01:23;0;1;3;March 2013;0;white;-1;F;young;F;F;Null;white;white;Null;Brent;Baker;white;male;8;5871;4609;280;361;927;0;1;385;143300;5706512;1
1;20.07.2015 02:21;2;0;340.652;-118.362;NULL;Undefined;Strict;6;6;6;100;295;04. Mai;Entire Place;Los-Angeles;19.07.2015 19:02;0;2;10;March 2011;1;white;-1;M;young;M;M;Null;white;white;Null;Laurie;Ryan;white;female;3;2512;2159;78;151;234;0;1;295;214700;429011;1
-1;\N;\N;1;339.851;-118.463;NULL;House;Moderate;6;6;6;100;375;4;Entire Place;Los-Angeles;\N;0;1;7;January 2014;0;white;-1;MF;young;MF;MF;Null;white;white;Null;Brad;Walsh;white;male;6;4227;3600;138;185;383;\N;\N;\N;273902;11803878;1
0;20.07.2015 21:29;2;1;340.314;-118.514;NULL;House;Moderate;7;7;7;180;375;5;Entire Place;Los-Angeles;20.07.2015 03:10;0;1;68;February 2012;0;white;-1;F;middle;F;F;Null;white;white;Null;Tanisha;Jackson;black;female;15;3759;3436;25;155;136;0;1;390;262802;1765285;1
1;22.07.2015 21:38;\N;1;340.807;-118.358;NULL;Apartment;Strict;6;6;6;195;395;5;Entire Place;Los-Angeles;22.07.2015 15:31;0;13;87;June 2012;1;white;-1;M;middle;M;M;Null;white;white;Null;Brett;Walsh;white;male;9;2735;2337;69;161;215;0;1;317;192002;2783015;1
-1;\N;\N;1;340.461;-118.258;NULL;Apartment;Moderate;5;5;5;120;450;-1;Entire Place;Los-Angeles;22.07.2015 15:35;0;1;7;February 2012;0;black;-1;M;middle/young;M;M;Null;black;black;Null;Todd;McCarthy;white;male;10;2490;1052;299;865;385;0;1;400;207710;1724122;1
-1;\N;\N;1;340.756;-118.288;Real Bed;Undefined;Flexible;4;4;4;100;355;-1;Entire Place;Los-Angeles;21.07.2015 23:31;0;1;0;May 2015;0;white;-1;MF;young;MF;MF;Null;white;white;Null;Jermaine;Jones;black;male;18;3075;912;223;1054;1445;1;0;330;211122;33914717;1
1;20.07.2015 14:46;\N;0;340.611;-118.379;NULL;House;Strict;8;8;8;175;378;5;Entire Place;Los-Angeles;20.07.2015 07:18;0;2;495;February 2012;0;asian;-1;MF;young;MF;MF;Null;asian;asian;Null;Darnell;Jackson;black;male;16;2615;2111;85;175;140;0;1;378;216402;1789652;1
1;22.07.2015 03:48;2;1;340.922;-118.272;NULL;House;Strict;12;12;12;150;390;5;Entire Place;Los-Angeles;21.07.2015 23:34;0;1;68;July 2013;1;white;-1;MF;middle;MF;MF;MF;mult;white;white;Jermaine;Jones;black;male;18;4395;2941;131;608;1182;0;1;390;195400;7480071;1
-1;\N;\N;1;33.992;-118.464;NULL;Null;NULL;-1;-1;-1;-1;-1;-1;NULL;Los-Angeles;\N;0;3;13;March 2013;1;white;-1;F;young;F;F;Null;white;white;Null;Laurie;Ryan;white;female;3;2413;1949;89;95;413;0;1;400;273600;5316303;1
0;20.07.2015 16:24;2;1;341.116;-118.383;NULL;House;Strict;6;6;6;175;349;04. Mai;Entire Place;Los-Angeles;20.07.2015 07:21;0;1;9;July 2012;1;white;-1;MF;middle;MF;MF;Null;white;white;Null;Darnell;Jackson;black;male;16;3029;2722;64;114;162;0;1;425;194300;3032775;1
0;19.07.2015 02:15;\N;0;340.659;-118.379;Real Bed;Apartment;Moderate;3;3;3;150;440;-1;Entire Place;Los-Angeles;17.07.2015 06:39;0;3;0;Nov 14;1;NA;-1;NA;NA;NA;NA;Null;NA;NA;Null;Lakisha;Jones;black;female;11;4069;3235;90;451;233;\N;\N;\N;700802;23920137;1
1;21.07.2015 05:55;5;1;34.101;-118.284;NULL;House;Flexible;12;12;12;-1;1099;-1;Entire Place;Los-Angeles;21.07.2015 01:51;0;3;7;October 2012;1;asian;-1;M;young;M;M;Null;asian;asian;Null;Brent;Baker;white;male;8;3203;2075;60;453;973;1;0;1174;195300;3829311;3
-1;\N;\N;1;34.172;-118.446;Futon;Undefined;Flexible;1;1;1;-1;499;-1;Shared Room;Los-Angeles;21.07.2015 23:37;0;1;0;June 2014;0;NA;-1;NA;NA/UU;NA;UU;NA;NA;UU;NA;Jermaine;Jones;black;male;18;4015;3008;264;313;688;1;0;499;128500;16743450;1
2;20.07.2015 16:30;\N;0;340.202;-118.503;NULL;Apartment;Flexible;3;3;3;-1;500;-1;Shared Room;Los-Angeles;18.07.2015 09:36;0;1;0;Sep 13;0;white;-1;M;middle;M;M;Null;white;white;Null;Latoya;Williams;black;female;13;6696;5567;166;533;555;1;0;500;701402;9038126;1
2;17.07.2015 17:05;\N;0;339.701;-118.457;NULL;House;Strict;8;8;8;200;500;-1;Entire Place;Los-Angeles;17.07.2015 06:53;0;3;1;December 2013;1;unclear_three votes;-1;MF;middle;MF;MF;MF;hisp;white;mult;Lakisha;Jones;black;female;11;4337;3746;158;218;274;0;1;500;274202;10654388;2
1;18.07.2015 10:11;2;0;34.177;-118.581;NULL;House;Strict;8;8;8;200;300;5;Entire Place;Los-Angeles;18.07.2015 06:10;0;1;31;May 2013;1;unclear_three votes;-1;M;middle/young;M;M;M;black;white;unclear;Anne;Murphy;white;female;2;2717;2242;81;146;246;0;1;350;137104;6455021;1
0;20.07.2015 23:09;\N;1;339.944;-118.455;NULL;House;Strict;6;6;6;100;460;-1;Entire Place;Los-Angeles;20.07.2015 08:46;0;1;25;May 2012;1;white;-1;F;young;F;F;Null;white;white;Null;Meredith;O'Brien;white;female;5;2413;1949;89;95;413;1;0;510;273600;2332197;1
4;22.07.2015 19:40;\N;0;341.414;-118.262;Airbed;Undefined;Flexible;16;16;16;-1;500;-1;Entire Place;Los-Angeles;22.07.2015 15:34;0;1;0;October 2014;0;white;-1;F;young;F;F;Null;white;white;Null;Brett;Walsh;white;male;9;4895;2947;91;823;1682;0;1;350;302302;22783581;1
1;20.07.2015 16:01;\N;1;340.357;-118.486;NULL;Undefined;Flexible;4;4;4;-1;500;-1;Entire Place;Los-Angeles;19.07.2015 19:08;0;1;0;July 2014;1;white;-1;M;middle;M;M;Null;white;white;Null;Laurie;Ryan;white;female;3;3268;2685;40;310;246;1;0;500;701202;18356165;1
